Date,Price,Open,High,Low,Vol.,Change %,pred
2020-01-19,13.5,13.0,13.6,12.8,449860,0.0887,1.0
2020-01-16,12.4,12.0,12.6,11.8,252790,0.0333,1.0
2020-01-15,12.0,12.3,12.4,11.9,146740,0.0169,1.0
2020-01-14,11.8,12.5,12.7,11.3,438250,-0.056,1.0
2020-01-13,12.5,13.2,13.2,12.4,279190,-0.0385,1.0
2020-01-12,13.0,13.2,13.4,13.0,235670,0.0,1.0
2020-01-09,13.0,13.5,13.5,12.8,265880,-0.0226,1.0
2020-01-08,13.3,13.8,13.8,13.2,238910,-0.0148,1.0
2020-01-07,13.5,13.8,13.9,13.5,199170,-0.0074,1.0
2020-01-06,13.6,13.9,14.0,13.5,340460,-0.0145,1.0
2020-01-05,13.8,14.1,14.2,13.8,325260,-0.0213,1.0
2020-01-02,14.1,14.2,14.4,14.0,357060,-0.007,1.0
2020-01-01,14.2,14.3,14.4,14.1,342500,0.0071,1.0
2019-12-30,14.1,14.3,14.3,14.0,350540,0.0,1.0
2019-12-29,14.1,14.3,14.3,14.0,236940,-0.007,1.0
2019-12-26,14.2,14.1,14.3,14.0,270770,0.0216,1.0
2019-12-24,13.9,14.2,14.2,13.9,611480,-0.0142,1.0
2019-12-23,14.1,14.4,14.4,14.0,322500,-0.014,1.0
2019-12-22,14.3,14.5,14.6,14.1,410000,-0.0138,1.0
2019-12-19,14.5,14.5,14.8,14.4,600240,0.0069,1.0
2019-12-18,14.4,14.2,14.5,13.9,541170,0.0213,1.0
2019-12-17,14.1,14.5,14.5,14.0,853740,-0.0276,1.0
2019-12-15,14.5,14.6,14.9,14.4,452740,0.0,1.0
2019-12-12,14.5,14.4,14.6,14.3,565720,0.014,1.0
2019-12-11,14.3,14.0,14.4,14.0,636680,0.0214,1.0
2019-12-10,14.0,14.6,14.6,13.9,710190,-0.0278,1.0
2019-12-09,14.4,14.4,14.6,14.2,687760,0.0,1.0
2019-12-08,14.4,15.0,15.1,14.3,1030000,-0.0336,1.0
2019-12-05,14.9,15.2,15.5,14.7,2080000,-0.0132,1.0
2019-12-04,15.1,15.2,15.4,14.9,1990000,0.0067,1.0
2019-12-03,15.0,14.9,15.3,14.7,1740000,0.0135,1.0
2019-12-02,14.8,14.7,14.9,14.4,1130000,0.0207,1.0
2019-12-01,14.5,14.6,14.9,14.4,680650,0.0,1.0
2019-11-28,14.5,14.5,14.7,14.4,989810,0.0,1.0
2019-11-27,14.5,14.7,14.9,14.3,1040000,-0.0068,1.0
2019-11-26,14.6,15.1,15.2,14.6,1760000,-0.0331,1.0
2019-11-25,15.1,15.2,15.4,15.0,2049999,-0.0066,1.0
2019-11-24,15.2,15.4,15.6,15.1,1810000,-0.0065,1.0
2019-11-21,15.3,14.7,15.5,14.6,5160000,0.0479,1.0
2019-11-20,14.6,14.4,14.7,14.3,1270000,0.0139,1.0
2019-11-19,14.4,14.8,14.9,14.4,1320000,-0.0204,1.0
2019-11-18,14.7,14.3,14.8,14.2,2670000,0.028,1.0
2019-11-17,14.3,14.5,14.7,14.2,1010000,-0.0069,1.0
2019-11-14,14.4,14.3,14.6,14.1,1040000,0.0,1.0
2019-11-13,14.4,14.5,14.9,14.2,2320000,0.0,1.0
2019-11-12,14.4,14.1,14.5,14.0,1310000,0.0286,1.0
2019-11-11,14.0,14.0,14.2,13.9,249560,0.0,1.0
2019-11-07,14.0,13.9,14.2,13.9,571470,0.0072,1.0
2019-11-06,13.9,14.0,14.1,13.8,551050,-0.0071,1.0
2019-11-05,14.0,14.0,14.2,13.9,419250,0.0072,1.0
2019-11-04,13.9,14.2,14.2,13.9,513980,-0.0071,1.0
2019-11-03,14.0,14.0,14.2,13.9,314520,0.0,1.0
2019-10-31,14.0,14.1,14.2,13.9,581350,-0.0071,1.0
2019-10-30,14.1,14.1,14.2,14.0,773760,0.0,1.0
2019-10-29,14.1,14.2,14.3,14.0,470870,-0.007,1.0
2019-10-28,14.2,14.5,14.5,14.0,1100000,-0.0139,1.0
2019-10-27,14.4,14.1,14.5,14.1,648180,0.0141,1.0
2019-10-24,14.2,14.4,14.4,14.2,416530,0.0,1.0
2019-10-23,14.2,14.2,14.5,14.1,861530,0.0,1.0
2019-10-22,14.2,14.3,14.5,14.1,697140,-0.0207,1.0
2019-10-21,14.5,14.7,14.9,14.3,987180,-0.0136,1.0
2019-10-20,14.7,14.9,15.1,14.6,1130000,-0.0134,1.0
2019-10-17,14.9,14.4,15.2,14.4,2069999,0.0347,1.0
2019-10-16,14.4,14.6,14.6,14.1,1220000,-0.0137,1.0
2019-10-15,14.6,14.2,14.7,14.1,1160000,0.0429,1.0
2019-10-14,14.0,14.1,14.2,13.8,1050000,0.0072,1.0
2019-10-13,13.9,14.1,14.2,13.8,489820,-0.0071,1.0
2019-10-10,14.0,14.0,14.2,13.9,535860,0.0,1.0
2019-10-09,14.0,14.0,14.3,13.9,576480,0.0,1.0
2019-10-07,14.0,14.1,14.2,13.9,471440,0.0,1.0
2019-10-06,14.0,14.6,14.7,13.8,875110,-0.021,1.0
2019-10-03,14.3,14.3,14.6,14.1,1400000,0.0,1.0
2019-10-02,14.3,14.3,14.5,14.2,1080000,0.0142,1.0
2019-10-01,14.1,14.3,14.5,14.0,1240000,-0.007,1.0
2019-09-30,14.2,14.9,14.9,13.9,1780000,-0.0274,1.0
2019-09-29,14.6,15.3,15.4,14.3,1920000,-0.0395,1.0
2019-09-26,15.2,15.2,15.4,14.9,1870000,0.0,1.0
2019-09-25,15.2,14.7,15.6,14.7,2970000,0.0201,1.0
2019-09-24,14.9,15.3,15.3,14.7,1950000,-0.0067,1.0
2019-09-23,15.0,14.1,15.2,14.1,2250000,0.0638,1.0
2019-09-22,14.1,14.0,14.3,13.6,1300000,0.0071,1.0
2019-09-19,14.0,14.1,14.4,13.6,1960000,-0.0141,1.0
2019-09-18,14.2,13.4,14.5,13.3,2460000,0.0677,1.0
2019-09-17,13.3,13.1,13.7,13.0,1430000,0.0153,1.0
2019-09-16,13.1,13.3,13.7,13.0,2280000,0.0077,1.0
2019-09-15,13.0,12.0,12.9,11.8,1400000,0.0924,1.0
2019-09-12,11.9,11.6,12.0,11.4,1240000,0.0348,1.0
2019-09-11,11.5,12.3,12.3,11.3,1180000,-0.0574,1.0
2019-09-09,12.2,12.7,12.7,12.1,728510,-0.0317,1.0
2019-09-08,12.6,13.2,13.3,12.3,866560,-0.0308,1.0
2019-09-05,13.0,13.0,13.4,12.9,753430,0.0078,1.0
2019-09-04,12.9,12.8,13.1,12.7,399200,0.0078,1.0
2019-09-03,12.8,13.0,13.1,12.7,477020,-0.0078,1.0
2019-09-02,12.9,12.8,13.2,12.7,578510,0.0078,1.0
2019-09-01,12.8,13.2,13.2,12.7,957790,-0.0229,1.0
2019-08-29,13.1,13.3,13.4,13.0,558720,0.0,1.0
2019-08-28,13.1,13.2,13.8,12.8,3360000,-0.0076,1.0
2019-08-27,13.2,13.5,13.6,13.1,884920,-0.0149,1.0
2019-08-26,13.4,14.3,14.3,13.2,1640000,-0.0429,1.0
2019-08-25,14.0,14.1,14.5,13.8,1190000,-0.0071,1.0
2019-08-22,14.1,14.2,14.3,13.9,743530,-0.007,1.0
2019-08-21,14.2,14.4,14.7,14.1,797830,-0.007,1.0
2019-08-20,14.3,14.4,14.5,14.1,858910,-0.0069,1.0
2019-08-19,14.4,14.8,14.9,14.0,1810000,-0.0204,1.0
2019-08-18,14.7,14.0,14.7,14.0,1200000,0.05,1.0
2019-08-08,14.0,13.6,14.1,13.6,1080000,0.037,1.0
2019-08-07,13.5,14.0,14.0,13.2,679000,-0.0146,1.0
2019-08-06,13.7,14.0,14.0,13.7,587840,-0.0072,1.0
2019-08-05,13.8,13.9,14.3,13.7,794510,-0.0072,1.0
2019-08-04,13.9,13.6,14.3,13.6,923820,0.0221,1.0
2019-08-01,13.6,14.1,14.1,13.4,1080000,-0.0145,1.0
2019-07-31,13.8,14.1,14.5,13.6,1360000,-0.0417,1.0
2019-07-30,14.4,14.8,14.8,14.2,1070000,-0.027,1.0
2019-07-29,14.8,14.6,14.9,14.3,1090000,0.0207,1.0
2019-07-28,14.5,15.4,15.6,14.3,3690000,-0.0584,1.0
2019-07-25,15.4,15.9,15.9,15.2,2009999,-0.0253,1.0
2019-07-24,15.8,15.6,15.9,15.3,1900000,0.0194,1.0
2019-07-23,15.5,15.7,15.9,15.2,2800000,0.0,1.0
2019-07-22,15.5,16.0,16.5,15.0,5950000,-0.0432,1.0
2019-07-21,16.2,15.5,16.6,15.5,6120000,0.0318,1.0
2019-07-18,15.7,15.4,16.1,15.0,6270000,0.0397,1.0
2019-07-17,15.1,15.0,15.6,14.9,3890000,0.0134,1.0
2019-07-16,14.9,15.7,15.7,14.6,2890000,-0.0449,1.0
2019-07-15,15.6,15.9,15.9,15.2,3330000,-0.0189,1.0
2019-07-14,15.9,15.8,16.4,15.5,4420000,0.0325,1.0
2019-07-11,15.4,14.2,15.5,14.0,7110000,0.0922,1.0
2019-07-10,14.1,14.0,14.4,13.7,1420000,0.0,1.0
2019-07-09,14.1,14.0,14.5,13.9,2180000,0.0071,1.0
2019-07-08,14.0,13.7,14.1,13.4,1490000,0.0294,1.0
2019-07-07,13.6,14.0,14.0,13.4,1310000,-0.0286,1.0
2019-07-04,14.0,14.2,14.4,13.8,1240000,-0.0071,1.0
2019-07-03,14.1,13.3,14.4,13.3,1730000,0.0522,1.0
2019-07-02,13.4,13.1,13.7,13.1,1150000,0.0075,1.0
2019-06-30,13.3,14.2,14.2,13.2,1370000,-0.0567,1.0
2019-06-27,14.1,14.4,14.7,14.0,1060000,-0.007,1.0
2019-06-26,14.2,14.2,14.4,14.0,883630,0.0071,1.0
2019-06-25,14.1,14.8,14.9,14.0,1120000,-0.0276,1.0
2019-06-24,14.5,14.9,15.1,14.4,1810000,-0.0136,1.0
2019-06-23,14.7,14.3,14.9,14.0,1480000,0.0352,1.0
2019-06-20,14.2,14.8,14.9,14.1,1510000,-0.047,1.0
2019-06-19,14.9,15.1,15.5,14.4,3350000,-0.0197,1.0
2019-06-18,15.2,15.2,15.7,15.0,5140000,0.0,1.0
2019-06-17,15.2,14.1,15.3,13.9,4120000,0.078,1.0
2019-06-16,14.1,15.0,15.2,13.6,2790000,-0.06,1.0
2019-06-13,15.0,15.0,15.4,14.5,3960000,0.0135,1.0
2019-06-12,14.8,14.1,15.0,13.6,3390000,0.0647,1.0
2019-06-11,13.9,13.4,14.2,13.3,2780000,0.053,1.0
2019-06-10,13.2,13.1,13.5,12.4,1720000,0.0076,1.0
2019-06-09,13.1,12.9,13.5,12.9,2320000,0.0234,1.0
2019-05-30,12.8,12.6,12.9,12.5,2390000,0.0407,1.0
2019-05-29,12.3,11.9,12.7,11.7,1670000,0.0513,1.0
2019-05-28,11.7,11.7,11.9,11.3,1640000,0.0,1.0
2019-05-27,11.7,12.0,12.4,11.5,1480000,0.0,1.0
2019-05-26,11.7,11.2,11.7,11.1,3330000,0.0935,1.0
2019-05-23,10.7,10.2,10.7,10.2,1060000,0.0907,1.0
2019-05-21,9.81,9.62,10.0,9.62,561010,0.0,1.0
2019-05-20,9.81,10.0,10.0,9.71,298400,-0.0373,1.0
2019-05-19,10.19,9.71,10.29,9.71,1240000,0.0704,1.0
2019-05-16,9.52,9.52,9.62,9.33,366330,0.0095,1.0
2019-05-15,9.43,9.52,9.62,9.33,209970,0.0,1.0
2019-05-14,9.43,9.71,9.71,9.43,229610,-0.0095,1.0
2019-05-13,9.52,9.81,9.81,9.43,344490,-0.0104,1.0
2019-05-12,9.62,9.81,9.9,9.62,221190,-0.0569,1.0
2019-05-09,10.2,10.3,10.3,10.1,231290,0.0099,1.0
2019-05-08,10.1,10.2,10.4,10.0,118490,0.0,1.0
2019-05-07,10.1,10.5,10.5,10.0,363180,-0.0098,1.0
2019-05-06,10.2,10.8,10.8,10.2,459090,-0.0556,1.0
2019-05-05,10.8,10.4,10.9,10.4,574130,0.0485,1.0
2019-05-02,10.3,10.0,10.5,9.9,467380,0.051,1.0
2019-04-30,9.8,10.1,10.1,9.7,406010,-0.0101,1.0
2019-04-29,9.9,10.1,10.3,9.8,300300,-0.01,1.0
2019-04-28,10.0,10.1,10.2,9.9,470540,-0.0196,1.0
2019-04-25,10.2,10.6,10.6,10.1,369910,-0.0192,1.0
2019-04-24,10.4,10.5,10.8,10.2,384730,-0.0189,1.0
2019-04-23,10.6,10.8,11.0,10.5,410050,-0.0185,1.0
2019-04-21,10.8,11.1,11.1,10.7,521539,-0.027,1.0
2019-04-18,11.1,11.4,11.5,11.0,683480,-0.0089,1.0
2019-04-17,11.2,10.8,11.3,10.5,1020000,0.037,1.0
2019-04-16,10.8,10.8,10.9,10.6,205850,0.0,1.0
2019-04-15,10.8,11.1,11.3,10.7,358860,-0.027,1.0
2019-04-11,11.1,11.2,11.3,10.9,459490,0.0183,1.0
2019-04-10,10.9,10.8,11.2,10.8,564930,0.0093,1.0
2019-04-09,10.8,10.7,11.4,10.5,465140,0.0,1.0
2019-04-08,10.8,11.4,11.4,10.5,549930,-0.0357,1.0
2019-04-07,11.2,12.0,12.2,11.0,857620,-0.0667,1.0
2019-04-04,12.0,11.5,12.1,11.2,861630,0.0435,1.0
2019-04-03,11.5,12.1,12.1,11.4,1180000,-0.0496,1.0
2019-04-02,12.1,11.6,12.4,11.4,2310000,0.0708,1.0
2019-04-01,11.3,10.4,11.3,10.3,1850000,0.0971,1.0
2019-03-31,10.3,10.2,10.4,10.1,277470,0.0098,1.0
2019-03-28,10.2,10.1,10.5,10.1,433510,0.0303,1.0
2019-03-27,9.9,10.3,10.3,9.9,275830,-0.0198,1.0
2019-03-25,10.1,10.4,10.4,10.0,257839,-0.0098,1.0
2019-03-24,10.2,10.6,10.6,10.2,188250,-0.0377,1.0
2019-03-21,10.6,10.3,10.7,10.1,515280,0.0291,1.0
2019-03-20,10.3,10.6,10.8,10.2,317600,-0.0463,1.0
2019-03-19,10.8,10.2,10.9,10.0,642380,0.0693,1.0
2019-03-18,10.1,10.4,10.4,10.0,344500,-0.0288,1.0
2019-03-14,10.4,11.1,11.3,10.2,627800,-0.0459,1.0
2019-03-13,10.9,11.5,11.7,10.7,641420,-0.0603,1.0
2019-03-12,11.6,12.0,12.2,11.5,393070,-0.0492,1.0
2019-03-11,12.2,12.4,12.5,12.1,202220,-0.0161,1.0
2019-03-10,12.4,12.4,12.8,12.3,333460,0.0,1.0
2019-03-07,12.4,12.4,12.6,12.2,440040,0.0164,1.0
2019-03-06,12.2,12.5,12.6,12.1,447200,-0.0081,1.0
2019-03-05,12.3,13.0,13.0,12.2,586000,-0.0538,1.0
2019-03-04,13.0,12.8,13.5,12.8,499850,0.0156,1.0
2019-03-03,12.8,13.5,13.6,12.7,734360,-0.0519,1.0
2019-02-27,13.5,13.8,14.0,13.4,682490,-0.0146,1.0
2019-02-26,13.7,13.8,14.1,13.6,1110000,0.0148,1.0
2019-02-25,13.5,13.9,14.0,13.4,413860,-0.0146,1.0
2019-02-24,13.7,13.8,14.0,13.5,512640,-0.0072,1.0
2019-02-20,13.8,14.1,14.3,13.7,516280,-0.0143,1.0
2019-02-19,14.0,14.0,14.4,13.9,535180,0.0072,1.0
2019-02-18,13.9,14.3,14.5,13.8,859570,-0.0347,1.0
2019-02-17,14.4,15.0,15.1,14.2,1090000,-0.0464,1.0
2019-02-14,15.1,14.2,15.4,14.2,2440000,0.0786,1.0
2019-02-13,14.0,13.7,14.3,13.2,1290000,0.0219,1.0
2019-02-12,13.7,14.1,14.5,13.6,1380000,-0.0072,1.0
2019-02-11,13.8,12.7,13.8,12.7,1620000,0.0952,1.0
2019-02-10,12.6,14.0,14.1,12.6,1500000,-0.0935,1.0
2019-02-07,13.9,15.3,15.5,13.7,1760000,-0.0671,1.0
2019-02-06,14.9,15.0,15.6,14.9,1290000,0.0136,1.0
2019-02-05,14.7,15.5,15.5,14.4,1940000,-0.0392,1.0
2019-02-04,15.3,16.7,17.1,15.0,3040000,-0.0727,1.0
2019-02-03,16.5,16.0,16.9,15.9,3990000,0.0377,1.0
2019-01-31,15.9,16.2,16.5,15.7,2360000,-0.0124,1.0
2019-01-30,16.1,16.3,16.8,15.9,3410000,0.0,1.0
2019-01-29,16.1,15.4,16.6,15.2,3950000,0.0592,1.0
2019-01-28,15.2,16.6,16.6,15.0,3750000,-0.0732,1.0
2019-01-27,16.4,15.1,16.5,15.1,7380000,0.0933,1.0
2019-01-24,15.0,14.0,15.1,14.0,4800000,0.087,1.0
2019-01-23,13.8,13.6,14.5,13.6,2340000,0.0147,1.0
2019-01-22,13.6,14.3,14.5,13.4,1850000,-0.049,1.0
2019-01-21,14.3,14.2,14.8,14.0,1910000,0.007,1.0
2019-01-20,14.2,15.2,15.4,13.9,2600000,-0.0658,1.0
2019-01-17,15.2,14.2,15.4,14.0,4790000,0.0857,1.0
2019-01-16,14.0,14.0,14.5,13.7,3080000,0.0072,1.0
2019-01-15,13.9,13.2,14.0,13.1,3370000,0.0611,1.0
2019-01-14,13.1,12.8,13.6,12.3,3320000,0.0565,1.0
2019-01-13,12.4,11.7,12.7,11.6,2160000,0.069,1.0
2019-01-10,11.6,11.0,11.7,11.0,1180000,0.0642,1.0
2019-01-09,10.9,11.2,11.4,10.8,708570,-0.0268,1.0
2019-01-08,11.2,10.5,11.3,10.4,1280000,0.0874,1.0
2019-01-07,10.3,10.9,10.9,10.2,621640,-0.055,1.0
2019-01-06,10.9,10.5,11.1,10.1,897170,0.0381,1.0
2019-01-03,10.5,9.9,10.6,9.8,1300000,0.0825,1.0
2019-01-02,9.7,9.8,9.8,9.6,261899,0.0,1.0
2019-01-01,9.7,9.8,9.8,9.7,118040,0.0,1.0
2018-12-27,9.7,9.7,9.8,9.6,244760,0.0104,1.0
2018-12-26,9.6,9.7,9.7,9.5,155920,0.0,1.0
2018-12-24,9.6,9.5,9.7,9.4,269040,0.0105,1.0
2018-12-23,9.5,9.9,9.9,9.4,263740,-0.0206,1.0
2018-12-20,9.7,9.8,10.4,9.6,839320,0.0,1.0
2018-12-19,9.7,9.3,9.8,9.3,475860,0.0543,1.0
2018-12-18,9.2,9.5,9.5,9.1,229960,-0.0316,1.0
2018-12-17,9.5,9.6,9.9,9.3,395380,0.0,1.0
2018-12-13,9.5,9.2,9.7,9.1,767410,0.044,1.0
2018-12-12,9.1,8.9,9.3,8.9,180910,0.0225,1.0
2018-12-11,8.9,8.8,9.0,8.7,145500,0.0114,1.0
2018-12-10,8.8,8.9,9.0,8.7,116230,-0.0112,1.0
2018-12-09,8.9,9.0,9.2,8.9,119080,-0.022,1.0
2018-12-06,9.1,9.2,9.2,9.0,150590,-0.0109,1.0
2018-12-05,9.2,9.0,9.4,9.0,478420,0.0337,1.0
2018-12-04,8.9,8.8,9.0,8.8,81100,0.0,1.0
2018-12-03,8.9,8.8,8.9,8.7,47620,0.0114,1.0
2018-12-02,8.8,8.7,8.9,8.6,60900,0.0233,1.0
2018-11-29,8.6,8.8,8.8,8.6,64959,-0.0115,1.0
2018-11-28,8.7,8.6,8.8,8.6,92490,0.0116,1.0
2018-11-27,8.6,8.6,8.7,8.5,109080,0.0,1.0
2018-11-26,8.6,8.8,8.9,8.6,69580,-0.0115,1.0
2018-11-25,8.7,8.7,8.8,8.6,36080,0.0,1.0
2018-11-22,8.7,8.8,8.8,8.6,118950,-0.0114,1.0
2018-11-20,8.8,8.7,8.9,8.7,161540,0.0115,1.0
2018-11-19,8.7,8.7,8.8,8.7,24100,0.0,0.0
2018-11-18,8.7,8.8,8.8,8.7,129530,0.0,1.0
2018-11-15,8.7,8.8,8.9,8.7,64680,-0.0114,1.0
2018-11-14,8.8,8.8,8.9,8.8,31820,0.0,1.0
2018-11-13,8.8,8.8,8.8,8.7,22780,0.0,0.0
2018-11-12,8.8,9.0,9.0,8.7,48470,-0.0112,1.0
2018-11-11,8.9,9.0,9.0,8.8,112760,0.0114,1.0
2018-11-08,8.8,8.8,8.9,8.8,65120,0.0,1.0
2018-11-07,8.8,8.8,8.9,8.7,183440,0.0,1.0
2018-11-06,8.8,8.9,9.0,8.8,87900,-0.0112,1.0
2018-11-05,8.9,9.0,9.1,8.9,87040,-0.0111,1.0
2018-11-04,9.0,9.0,9.1,8.9,111390,-0.011,1.0
2018-11-01,9.1,9.0,9.3,8.9,220590,0.0,1.0
2018-10-31,9.1,9.2,9.3,9.0,135560,-0.0109,1.0
2018-10-30,9.2,9.0,9.3,9.0,133460,0.0337,1.0
2018-10-29,8.9,8.8,9.0,8.7,90050,0.0,1.0
2018-10-28,8.9,9.0,9.0,8.8,38870,-0.0111,1.0
2018-10-25,9.0,9.0,9.1,9.0,15930,-0.011,0.0
2018-10-24,9.1,9.1,9.2,9.0,63830,0.0,1.0
2018-10-23,9.1,9.1,9.2,9.0,41140,0.0111,1.0
2018-10-22,9.0,9.1,9.1,9.0,36080,0.0,1.0
2018-10-21,9.0,9.1,9.3,9.0,81940,-0.0323,1.0
2018-10-18,9.3,9.2,9.4,9.1,99950,0.022,1.0
2018-10-17,9.1,9.2,9.4,9.0,159360,0.0111,1.0
2018-10-16,9.0,9.3,9.3,9.0,169270,-0.0323,1.0
2018-10-15,9.3,9.4,9.4,9.3,20610,-0.0106,0.0
2018-10-14,9.4,9.3,9.5,9.3,22470,0.0108,0.0
2018-10-11,9.3,9.3,9.4,9.2,151580,0.0,1.0
2018-10-10,9.3,9.4,9.5,9.3,139640,0.0,1.0
2018-10-09,9.3,9.5,9.5,9.3,163720,-0.0211,1.0
2018-10-08,9.5,9.5,9.6,9.4,152790,0.0,1.0
2018-10-07,9.5,9.6,9.7,9.4,184810,-0.0104,1.0
2018-10-04,9.6,9.7,9.8,9.5,211580,-0.0204,1.0
2018-10-03,9.8,9.8,9.9,9.7,173750,0.0103,1.0
2018-10-02,9.7,10.2,10.2,9.6,224800,-0.0102,1.0
2018-10-01,9.8,9.9,10.3,9.7,589630,0.0,1.0
2018-09-30,9.8,9.6,9.9,9.5,282640,0.0103,1.0
2018-09-27,9.7,9.9,10.0,9.6,90790,-0.0202,1.0
2018-09-26,9.9,9.5,10.2,9.5,459860,0.0532,1.0
2018-09-25,9.4,9.3,9.4,9.3,40460,0.0108,1.0
2018-09-24,9.3,9.3,9.4,9.2,51820,-0.0211,1.0
2018-09-23,9.5,9.5,9.6,9.3,68720,0.0,1.0
2018-09-20,9.5,9.8,9.9,9.5,113940,-0.0306,1.0
2018-09-19,9.8,9.8,10.0,9.7,99450,0.0,1.0
2018-09-18,9.8,9.6,9.9,9.5,178700,0.0316,1.0
2018-09-17,9.5,9.5,9.8,9.5,103400,0.0,1.0
2018-09-16,9.5,9.4,9.6,9.4,59840,0.0215,1.0
2018-09-13,9.3,9.4,9.5,9.2,110140,0.0,1.0
2018-09-12,9.3,9.7,9.7,9.3,92230,-0.0211,1.0
2018-09-11,9.5,9.8,9.8,9.5,120880,0.0,1.0
2018-09-10,9.5,9.7,9.7,9.5,167300,-0.0206,1.0
2018-09-09,9.7,9.7,9.8,9.6,89470,0.0,1.0
2018-09-06,9.7,9.8,9.8,9.6,79170,0.0,1.0
2018-09-05,9.7,9.7,9.9,9.7,160330,0.0,1.0
2018-09-04,9.7,10.0,10.0,9.6,194190,-0.0202,1.0
2018-09-03,9.9,10.0,10.1,9.9,188470,0.0,1.0
2018-08-30,9.9,10.1,10.1,9.9,125530,-0.01,1.0
2018-08-29,10.0,10.0,10.1,9.9,157090,0.0,1.0
2018-08-28,10.0,10.0,10.2,9.9,209850,0.0,1.0
2018-08-27,10.0,10.1,10.2,10.0,150870,-0.0291,1.0
2018-08-26,10.3,10.4,10.4,10.1,341000,-0.0096,1.0
2018-08-20,10.4,10.5,10.5,10.2,232980,-0.0189,1.0
2018-08-19,10.6,10.4,10.7,10.3,506060,0.0291,1.0
2018-08-16,10.3,9.8,10.4,9.8,516130,0.0404,1.0
2018-08-14,9.9,9.6,10.3,9.6,348830,0.0102,1.0
2018-08-13,9.8,9.5,9.9,9.5,203030,0.0316,1.0
2018-08-12,9.5,9.5,9.6,9.3,279320,0.0106,1.0
2018-08-09,9.4,9.6,9.9,9.3,206470,-0.0208,1.0
2018-08-08,9.6,9.7,9.8,9.5,391260,-0.0103,1.0
2018-08-07,9.7,9.8,10.0,9.6,281980,-0.0202,1.0
2018-08-06,9.9,10.2,10.2,9.8,260120,-0.0294,1.0
2018-08-05,10.2,9.6,10.6,9.4,569780,0.0515,1.0
2018-08-02,9.7,9.3,10.0,9.2,670800,0.0543,1.0
2018-08-01,9.2,9.0,9.3,8.9,284770,0.0337,1.0
2018-07-31,8.9,8.9,9.0,8.9,27050,0.0,0.0
2018-07-30,8.9,8.9,9.1,8.8,83450,0.0,1.0
2018-07-29,8.9,9.0,9.1,8.9,202180,-0.0111,1.0
2018-07-26,9.0,9.0,9.3,9.0,206510,0.0112,1.0
2018-07-25,8.9,9.0,9.0,8.8,126600,0.0,1.0
2018-07-24,8.9,9.0,9.0,8.8,66230,0.0,1.0
2018-07-23,8.9,8.9,9.0,8.8,98460,0.0114,1.0
2018-07-22,8.8,8.9,9.1,8.8,165220,-0.0222,1.0
2018-07-19,9.0,9.0,9.1,8.9,112740,0.0,1.0
2018-07-18,9.0,9.1,9.1,8.9,259170,-0.011,1.0
2018-07-17,9.1,9.3,9.3,9.0,43930,-0.0109,1.0
2018-07-16,9.2,9.2,9.4,9.1,190790,0.011,1.0
2018-07-15,9.1,9.1,9.3,9.0,64060,-0.0109,1.0
2018-07-12,9.2,9.4,9.4,9.2,105110,-0.0108,1.0
2018-07-11,9.3,9.3,9.5,9.2,475670,0.022,1.0
2018-07-10,9.1,9.3,9.4,9.0,272970,-0.0109,1.0
2018-07-09,9.2,9.2,9.3,9.0,229490,0.011,1.0
2018-07-08,9.1,9.1,9.2,9.0,245840,0.0,1.0
2018-07-05,9.1,9.0,9.2,8.9,169120,0.0225,1.0
2018-07-04,8.9,9.0,9.0,8.7,338720,-0.0111,1.0
2018-07-03,9.0,9.1,9.3,8.9,73390,0.0112,1.0
2018-07-02,8.9,9.0,9.2,8.8,114940,-0.0111,1.0
2018-06-28,9.0,9.3,9.3,9.0,148500,-0.011,1.0
2018-06-27,9.1,9.2,9.2,9.0,97130,-0.0109,1.0
2018-06-26,9.2,9.2,9.4,9.1,139610,-0.0108,1.0
2018-06-25,9.3,9.4,9.5,9.2,149260,-0.0106,1.0
2018-06-24,9.4,9.1,9.5,9.1,111230,0.033,1.0
2018-06-21,9.1,9.0,9.2,9.0,204770,0.0111,1.0
2018-06-20,9.0,9.0,9.2,9.0,170150,0.0,1.0
2018-06-19,9.0,9.1,9.2,9.0,57650,-0.011,1.0
2018-06-18,9.1,9.3,9.3,9.1,43690,-0.0215,1.0
2018-06-12,9.3,9.4,9.4,9.3,18450,0.0109,0.0
2018-06-11,9.2,9.3,9.3,9.1,39220,-0.0108,1.0
2018-06-10,9.3,9.3,9.4,9.2,37160,0.0109,1.0
2018-06-07,9.2,9.2,9.3,9.2,14100,0.0,0.0
2018-06-06,9.2,9.3,9.3,9.2,36860,-0.0108,1.0
2018-06-05,9.3,9.3,9.4,9.2,26830,0.0109,0.0
2018-06-04,9.2,9.2,9.3,9.2,22870,0.0,0.0
2018-06-03,9.2,9.2,9.4,9.1,48270,-0.0213,1.0
2018-05-31,9.4,9.3,9.4,9.3,50400,0.0108,1.0
2018-05-30,9.3,9.5,9.5,9.3,112800,-0.0211,1.0
2018-05-29,9.5,9.5,9.6,9.5,97820,0.0,1.0
2018-05-28,9.5,9.6,9.8,9.5,51800,-0.0206,1.0
2018-05-27,9.7,9.7,9.7,9.6,66370,0.0104,1.0
2018-05-24,9.6,9.5,9.7,9.5,91860,0.0084,1.0
